"Unnamed: 0","date","home_team","away_team","home_score","away_score","tournament"
7113,"1969-01-30","DR Congo","Cameroon",2,1,"Friendly"
7114,"1969-02-01","Malawi","Zimbabwe",2,2,"Friendly"
7115,"1969-02-02","Guinea","Sierra Leone",1,1,"Friendly"
7116,"1969-02-02","Uganda","Cameroon",2,1,"African Cup of Nations qualification"
7117,"1969-02-02","Cameroon","Uganda",2,0,"African Cup of Nations qualification"
7118,"1969-02-04","Mexico","Colombia",1,0,"Friendly"
7119,"1969-02-06","Haiti","Jamaica",1,2,"Friendly"
7120,"1969-02-08","Haiti","Jamaica",3,0,"Friendly"
7121,"1969-02-08","Zimbabwe","Malawi",4,0,"Friendly"
7122,"1969-02-09","Ethiopia","Libya",5,1,"FIFA World Cup qualification"
7123,"1969-02-09","Morocco","Hungary",1,4,"Friendly"
7124,"1969-02-09","Zimbabwe","Malawi",1,1,"Friendly"
7125,"1969-02-12","France","Hungary",2,2,"Friendly"
7126,"1969-02-13","Morocco","Senegal",2,0,"FIFA World Cup qualification"
7127,"1969-02-16","Kenya","Tanzania",0,1,"African Cup of Nations qualification"
7128,"1969-02-20","Colombia","Russia",1,3,"Friendly"
7129,"1969-02-23","Belgium","Spain",2,1,"FIFA World Cup qualification"
7130,"1969-02-23","Guatemala","Haiti",1,1,"FIFA World Cup qualification"
7131,"1969-02-26","Yugoslavia","Sweden",2,1,"Friendly"
7132,"1969-03-01","Tanzania","Kenya",1,1,"African Cup of Nations qualification"
7133,"1969-03-07","Iran","Iraq",2,1,"Friendly"
7134,"1969-03-09","Algeria","Morocco",2,0,"African Cup of Nations qualification"
7135,"1969-03-10","Iraq","Pakistan",1,2,"Friendly"
7136,"1969-03-12","England","France",5,0,"Friendly"
7137,"1969-03-12","Iran","Pakistan",9,1,"Friendly"
7138,"1969-03-12","Israel","Greece",3,3,"Friendly"
7139,"1969-03-19","Argentina","Paraguay",1,1,"Friendly"
7140,"1969-03-22","Morocco","Algeria",2,0,"African Cup of Nations qualification"
7141,"1969-03-25","Greece","Cyprus",1,0,"Friendly"
7142,"1969-03-26","Germany","Wales",1,1,"Friendly"
7143,"1969-03-26","Netherlands","Luxembourg",4,0,"FIFA World Cup qualification"
7144,"1969-03-26","Spain","Switzerland",1,0,"Friendly"
7145,"1969-03-29","German DR","Italy",2,2,"FIFA World Cup qualification"
7146,"1969-04-06","Portugal","Mexico",0,0,"Friendly"
7147,"1969-04-07","Brazil","Peru",2,1,"Friendly"
7148,"1969-04-09","Brazil","Peru",3,2,"Friendly"
7149,"1969-04-09","Paraguay","Argentina",0,0,"Friendly"
7150,"1969-04-10","Luxembourg","Mexico",2,1,"Friendly"
7151,"1969-04-16","Belgium","Mexico",2,0,"Friendly"
7152,"1969-04-16","German DR","Wales",2,1,"FIFA World Cup qualification"
7153,"1969-04-16","Greece","Romania",2,2,"FIFA World Cup qualification"
7154,"1969-04-16","Netherlands","Czechoslovakia",2,0,"Friendly"
7155,"1969-04-16","Portugal","Switzerland",0,2,"FIFA World Cup qualification"
7156,"1969-04-16","Scotland","Germany",1,1,"FIFA World Cup qualification"
7157,"1969-04-19","Cyprus","Austria",1,2,"FIFA World Cup qualification"
7158,"1969-04-20","Haiti","United States",2,0,"FIFA World Cup qualification"
7159,"1969-04-20","Poland","Luxembourg",8,1,"FIFA World Cup qualification"
7160,"1969-04-23","Bulgaria","Luxembourg",2,1,"FIFA World Cup qualification"
7161,"1969-04-23","Israel","Austria",1,1,"Friendly"
7162,"1969-04-23","Spain","Mexico",0,0,"Friendly"
7163,"1969-04-26","French Guiana","Suriname",1,2,"Friendly"
7164,"1969-04-27","Malta","Austria",1,3,"Friendly"
7165,"1969-04-27","Tunisia","Morocco",0,0,"FIFA World Cup qualification"
7166,"1969-04-30","France","Romania",1,0,"Friendly"
7167,"1969-04-30","Spain","Yugoslavia",2,1,"FIFA World Cup qualification"
7168,"1969-04-30","Turkey","Poland",1,3,"Friendly"
7169,"1969-05-01","Sweden","Mexico",1,0,"Friendly"
7170,"1969-05-03","Northern Ireland","England",1,3,"British Home Championship"
7171,"1969-05-03","Wales","Scotland",3,5,"British Home Championship"
7172,"1969-05-04","Ethiopia","Sudan",1,1,"FIFA World Cup qualification"
7173,"1969-05-04","Republic of Ireland","Czechoslovakia",1,2,"FIFA World Cup qualification"
7174,"1969-05-04","Portugal","Greece",2,2,"FIFA World Cup qualification"
7175,"1969-05-06","Denmark","Mexico",3,1,"Friendly"
7176,"1969-05-06","Scotland","Northern Ireland",1,1,"British Home Championship"
7177,"1969-05-07","England","Wales",2,1,"British Home Championship"
7178,"1969-05-07","Netherlands","Poland",1,0,"FIFA World Cup qualification"
7179,"1969-05-08","Colombia","Peru",1,3,"Friendly"
7180,"1969-05-08","Norway","Mexico",0,2,"Friendly"
7181,"1969-05-10","England","Scotland",4,1,"British Home Championship"
7182,"1969-05-10","Germany","Austria",1,0,"FIFA World Cup qualification"
7183,"1969-05-10","Nigeria","Ghana",2,1,"FIFA World Cup qualification"
7184,"1969-05-10","Northern Ireland","Wales",0,0,"British Home Championship"
7185,"1969-05-11","Sudan","Ethiopia",3,1,"FIFA World Cup qualification"
7186,"1969-05-11","United States","Haiti",0,1,"FIFA World Cup qualification"
7187,"1969-05-14","El Salvador","Peru",1,4,"Friendly"
7188,"1969-05-14","Switzerland","Romania",0,1,"FIFA World Cup qualification"
7189,"1969-05-17","Scotland","Cyprus",8,0,"FIFA World Cup qualification"
7190,"1969-05-18","Ghana","Nigeria",1,1,"FIFA World Cup qualification"
7191,"1969-05-18","Morocco","Tunisia",0,0,"FIFA World Cup qualification"
7192,"1969-05-20","Mexico","Peru",0,1,"Friendly"
7193,"1969-05-21","Germany","Cyprus",12,0,"FIFA World Cup qualification"
7194,"1969-05-22","Guinea","Gambia",6,2,"Friendly"
7195,"1969-05-22","Mexico","Peru",3,0,"Friendly"
7196,"1969-05-22","Sweden","Finland",4,0,"Nordic Championship"
7197,"1969-05-24","Italy","Bulgaria",0,0,"Friendly"
7198,"1969-05-25","Ethiopia","Tanzania",7,0,"African Cup of Nations qualification"
7199,"1969-05-25","Hungary","Czechoslovakia",2,0,"FIFA World Cup qualification"
7200,"1969-05-27","Denmark","Republic of Ireland",2,0,"FIFA World Cup qualification"
7201,"1969-05-28","Chile","Argentina",1,1,"Friendly"
7202,"1969-05-31","Tanzania","Ethiopia",1,2,"African Cup of Nations qualification"
7203,"1969-06-01","Mexico","England",0,0,"Friendly"
7204,"1969-06-01","Sweden","Norway",4,2,"Nordic Championship"
7205,"1969-06-03","Mexico","England",0,4,"Friendly"
7206,"1969-06-04","Finland","Yugoslavia",1,5,"FIFA World Cup qualification"
7207,"1969-06-08","Honduras","El Salvador",1,0,"FIFA World Cup qualification"
7208,"1969-06-08","Republic of Ireland","Hungary",1,2,"FIFA World Cup qualification"
7209,"1969-06-08","Paraguay","Chile",0,1,"Friendly"
7210,"1969-06-08","Uruguay","England",1,2,"Friendly"
7211,"1969-06-11","Argentina","Chile",2,1,"Friendly"
7212,"1969-06-12","Brazil","England",2,1,"Friendly"
7213,"1969-06-13","Tunisia","Morocco",2,2,"FIFA World Cup qualification"
7214,"1969-06-15","Bulgaria","Poland",4,1,"FIFA World Cup qualification"
7215,"1969-06-15","Colombia","Chile",3,3,"Friendly"
7216,"1969-06-15","Denmark","Hungary",3,2,"FIFA World Cup qualification"
7217,"1969-06-15","El Salvador","Honduras",3,0,"FIFA World Cup qualification"
7218,"1969-06-18","Peru","Colombia",1,1,"Friendly"
7219,"1969-06-19","Norway","Sweden",2,5,"FIFA World Cup qualification"
7220,"1969-06-22","Ecuador","Colombia",4,1,"Friendly"
7221,"1969-06-22","German DR","Chile",0,1,"Friendly"
7222,"1969-06-23","Iceland","Bermuda",2,1,"Friendly"
7223,"1969-06-25","Denmark","Sweden",0,1,"Nordic Championship"
7224,"1969-06-25","Finland","Spain",2,0,"FIFA World Cup qualification"
7225,"1969-06-25","German DR","Chile",2,1,"Friendly"
7226,"1969-06-27","Honduras","El Salvador",2,3,"FIFA World Cup qualification"
7227,"1969-06-27","Peru","Uruguay",1,0,"Friendly"
7228,"1969-06-29","Zambia","Cameroon",2,2,"African Cup of Nations qualification"
7229,"1969-06-29","Cameroon","Zambia",2,1,"African Cup of Nations qualification"
7230,"1969-07-01","Denmark","Bermuda",6,0,"Friendly"
7231,"1969-07-01","Madagascar","Malawi",3,0,"Friendly"
7232,"1969-07-02","Colombia","Uruguay",0,1,"Friendly"
7233,"1969-07-03","Norway","Bermuda",3,0,"Friendly"
7234,"1969-07-06","Chile","Paraguay",0,0,"Friendly"
7235,"1969-07-06","Ecuador","Uruguay",0,2,"FIFA World Cup qualification"
7236,"1969-07-06","Malawi","Eswatini",3,0,"Friendly"
7237,"1969-07-09","German DR","Egypt",7,0,"Friendly"
7238,"1969-07-09","Peru","Paraguay",2,1,"Friendly"
7239,"1969-07-13","Chile","Uruguay",0,0,"FIFA World Cup qualification"
7240,"1969-07-18","Peru","Paraguay",2,1,"Friendly"
7241,"1969-07-20","Uruguay","Ecuador",1,0,"FIFA World Cup qualification"
7242,"1969-07-21","Congo","Tunisia",4,1,"Friendly"
7243,"1969-07-21","Norway","Iceland",2,1,"Friendly"
7244,"1969-07-23","Australia","Greece",2,2,"Friendly"
7245,"1969-07-24","Finland","Iceland",3,1,"Friendly"
7246,"1969-07-25","German DR","Russia",2,2,"Friendly"
7247,"1969-07-25","New Caledonia","New Zealand",0,0,"Friendly"
7248,"1969-07-27","Bolivia","Argentina",3,1,"FIFA World Cup qualification"
7249,"1969-07-27","Chile","Ecuador",4,1,"FIFA World Cup qualification"
7250,"1969-07-27","Colombia","Venezuela",3,0,"FIFA World Cup qualification"
7251,"1969-07-27","New Caledonia","New Zealand",2,0,"Friendly"
7252,"1969-07-29","New Caledonia","New Zealand",3,2,"Friendly"
7253,"1969-08-02","Venezuela","Colombia",1,1,"FIFA World Cup qualification"
7254,"1969-08-03","Ecuador","Chile",1,1,"FIFA World Cup qualification"
7255,"1969-08-03","Peru","Argentina",1,0,"FIFA World Cup qualification"
7256,"1969-08-06","Colombia","Brazil",0,2,"FIFA World Cup qualification"
7257,"1969-08-06","Russia","Sweden",0,1,"Friendly"
7258,"1969-08-06","Venezuela","Paraguay",0,2,"FIFA World Cup qualification"
7259,"1969-08-10","Bolivia","Peru",2,1,"FIFA World Cup qualification"
7260,"1969-08-10","Colombia","Paraguay",0,1,"FIFA World Cup qualification"
7261,"1969-08-10","Uruguay","Chile",2,0,"FIFA World Cup qualification"
7262,"1969-08-10","Venezuela","Brazil",0,5,"FIFA World Cup qualification"
7263,"1969-08-10","Guinea","Togo",4,0,"African Cup of Nations qualification"
7264,"1969-08-14","Fiji","Solomon Islands",5,1,"South Pacific Games"
7265,"1969-08-14","Tahiti","Vanuatu",3,3,"South Pacific Games"
7266,"1969-08-14","Papua New Guinea","New Caledonia",1,4,"South Pacific Games"
7267,"1969-08-15","Congo","Ivory Coast",1,1,"Friendly"
7268,"1969-08-15","New Caledonia","Solomon Islands",1,1,"South Pacific Games"
7269,"1969-08-15","Papua New Guinea","Tahiti",1,3,"South Pacific Games"
7270,"1969-08-15","Fiji","Vanuatu",5,2,"South Pacific Games"
7271,"1969-08-16","Fiji","Tahiti",0,2,"South Pacific Games"
7272,"1969-08-16","Papua New Guinea","Solomon Islands",4,0,"South Pacific Games"
7273,"1969-08-16","New Caledonia","Vanuatu",2,0,"South Pacific Games"
7274,"1969-08-17","Ghana","Niger",6,0,"African Cup of Nations qualification"
7275,"1969-08-17","Paraguay","Brazil",0,3,"FIFA World Cup qualification"
7276,"1969-08-17","Peru","Bolivia",3,0,"FIFA World Cup qualification"
7277,"1969-08-18","Fiji","New Caledonia",0,11,"South Pacific Games"
7278,"1969-08-18","Solomon Islands","Tahiti",0,7,"South Pacific Games"
7279,"1969-08-18","Papua New Guinea","Vanuatu",2,1,"South Pacific Games"
7280,"1969-08-20","Vanuatu","Solomon Islands",7,2,"South Pacific Games"
7281,"1969-08-20","Papua New Guinea","Fiji",1,1,"South Pacific Games"
7282,"1969-08-21","Brazil","Colombia",6,2,"FIFA World Cup qualification"
7283,"1969-08-21","Paraguay","Venezuela",1,0,"FIFA World Cup qualification"
7284,"1969-08-22","New Caledonia","Tahiti",2,1,"South Pacific Games"
7285,"1969-08-22","Papua New Guinea","Fiji",2,1,"South Pacific Games"
7286,"1969-08-24","Argentina","Bolivia",1,0,"FIFA World Cup qualification"
7287,"1969-08-24","Benin","Gabon",1,0,"Friendly"
7288,"1969-08-24","Togo","Guinea",1,1,"African Cup of Nations qualification"
7289,"1969-08-24","Brazil","Venezuela",6,0,"FIFA World Cup qualification"
7290,"1969-08-24","Finland","Norway",2,2,"Nordic Championship"
7291,"1969-08-24","Paraguay","Colombia",2,1,"FIFA World Cup qualification"
7292,"1969-08-25","Sweden","Israel",3,1,"Friendly"
7293,"1969-08-27","Poland","Norway",6,1,"Friendly"
7294,"1969-08-30","Zambia","Malawi",4,0,"Friendly"
7295,"1969-08-31","Argentina","Peru",2,2,"FIFA World Cup qualification"
7296,"1969-08-31","Brazil","Paraguay",1,0,"FIFA World Cup qualification"
7297,"1969-08-31","Zambia","Malawi",5,0,"Friendly"
7298,"1969-09-02","Zambia","Malawi",7,0,"Friendly"
7299,"1969-09-03","Yugoslavia","Romania",1,1,"Friendly"
7300,"1969-09-07","Poland","Netherlands",2,1,"FIFA World Cup qualification"
7301,"1969-09-10","Denmark","Finland",5,2,"Nordic Championship"
7302,"1969-09-10","Northern Ireland","Russia",0,0,"FIFA World Cup qualification"
7303,"1969-09-10","Norway","France",1,3,"FIFA World Cup qualification"
7304,"1969-09-10","Turkey","Pakistan",4,2,"Friendly"
7305,"1969-09-13","Iran","Pakistan",4,2,"Friendly"
7306,"1969-09-13","Nigeria","Sudan",2,2,"FIFA World Cup qualification"
7307,"1969-09-14","Czechoslovakia","Hungary",3,3,"FIFA World Cup qualification"
7308,"1969-09-14","El Salvador","Costa Rica",2,1,"Friendly"
7309,"1969-09-16","Singapore","New Zealand",0,2,"Friendly"
7310,"1969-09-17","Turkey","Iran",4,0,"Friendly"
7311,"1969-09-19","Egypt","Algeria",1,0,"African Cup of Nations qualification"
7312,"1969-09-21","Austria","Germany",1,1,"Friendly"
7313,"1969-09-21","Haiti","El Salvador",1,2,"FIFA World Cup qualification"
7314,"1969-09-21","Republic of Ireland","Scotland",1,1,"Friendly"
7315,"1969-09-21","Morocco","Nigeria",2,1,"FIFA World Cup qualification"
7316,"1969-09-21","Niger","Ghana",1,9,"African Cup of Nations qualification"
7317,"1969-09-21","Norway","Denmark",2,0,"Nordic Championship"
7318,"1969-09-24","Bulgaria","Germany",0,1,"Friendly"
7319,"1969-09-24","Sweden","Hungary",2,0,"Friendly"
7320,"1969-09-24","Turkey","Switzerland",3,0,"Friendly"
7321,"1969-09-24","Yugoslavia","Russia",1,3,"Friendly"
7322,"1969-09-27","Uganda","Tanzania",3,0,"Friendly"
7323,"1969-09-28","Algeria","Egypt",1,1,"African Cup of Nations qualification"
7324,"1969-09-28","El Salvador","Haiti",0,3,"FIFA World Cup qualification"
7325,"1969-09-28","Israel","New Zealand",4,0,"FIFA World Cup qualification"
7326,"1969-09-28","Kenya","Zanzibar",2,1,"Friendly"
7327,"1969-09-30","Uganda","Zanzibar",7,0,"Friendly"
7328,"1969-10-01","Israel","New Zealand",2,0,"FIFA World Cup qualification"
7329,"1969-10-01","Kenya","Tanzania",0,3,"Friendly"
7330,"1969-10-03","Sudan","Nigeria",3,3,"FIFA World Cup qualification"
7331,"1969-10-03","Tanzania","Zanzibar",3,0,"Friendly"
7332,"1969-10-04","Uganda","Kenya",1,0,"Friendly"
7333,"1969-10-05","Suriname","French Guiana",1,1,"Friendly"
7334,"1969-10-07","Czechoslovakia","Republic of Ireland",3,0,"FIFA World Cup qualification"
7335,"1969-10-08","Haiti","El Salvador",0,1,"FIFA World Cup qualification"
7336,"1969-10-09","Uganda","Ethiopia",4,0,"Friendly"
7337,"1969-10-10","Japan","Australia",1,3,"FIFA World Cup qualification"
7338,"1969-10-10","Sudan","Morocco",0,0,"FIFA World Cup qualification"
7339,"1969-10-10","Luxembourg","Poland",1,5,"FIFA World Cup qualification"
7340,"1969-10-12","South Korea","Japan",2,2,"FIFA World Cup qualification"
7341,"1969-10-12","Mali","Ivory Coast",0,0,"African Cup of Nations qualification"
7342,"1969-10-12","Guinea","Senegal",4,3,"African Cup of Nations qualification"
7343,"1969-10-12","Romania","Portugal",1,0,"FIFA World Cup qualification"
7344,"1969-10-14","Dominica","Suriname",1,3,"Friendly"
7345,"1969-10-14","South Korea","Australia",1,2,"FIFA World Cup qualification"
7346,"1969-10-15","Greece","Switzerland",4,1,"FIFA World Cup qualification"
7347,"1969-10-15","Republic of Ireland","Denmark",1,1,"FIFA World Cup qualification"
7348,"1969-10-15","Russia","Turkey",3,0,"FIFA World Cup qualification"
7349,"1969-10-15","Spain","Finland",6,0,"FIFA World Cup qualification"
7350,"1969-10-15","Sweden","France",2,0,"FIFA World Cup qualification"
7351,"1969-10-15","Tunisia","Palestine",1,1,"Friendly"
7352,"1969-10-16","Australia","Japan",1,1,"FIFA World Cup qualification"
7353,"1969-10-16","Dominica","Suriname",1,9,"Friendly"
7354,"1969-10-18","South Korea","Japan",2,0,"FIFA World Cup qualification"
7355,"1969-10-19","Yugoslavia","Belgium",4,0,"FIFA World Cup qualification"
7356,"1969-10-20","South Korea","Australia",1,1,"FIFA World Cup qualification"
7357,"1969-10-21","Mexico","Bermuda",3,0,"CONCACAF Championship qualification"
7358,"1969-10-22","Germany","Scotland",3,2,"FIFA World Cup qualification"
7359,"1969-10-22","Hungary","Denmark",3,0,"FIFA World Cup qualification"
7360,"1969-10-22","Netherlands","Bulgaria",1,1,"FIFA World Cup qualification"
7361,"1969-10-22","Russia","Northern Ireland",2,0,"FIFA World Cup qualification"
7362,"1969-10-22","Wales","German DR",1,3,"FIFA World Cup qualification"
7363,"1969-10-23","Algeria","Palestine",2,0,"Friendly"
7364,"1969-10-23","French Guiana","Martinique",0,0,"Friendly"
7365,"1969-10-26","Senegal","Guinea",1,1,"African Cup of Nations qualification"
7366,"1969-10-26","Ivory Coast","Mali",4,0,"African Cup of Nations qualification"
7367,"1969-10-26","Morocco","Sudan",3,0,"FIFA World Cup qualification"
7368,"1969-10-30","Algeria","Morocco",1,0,"Friendly"
7369,"1969-10-30","Malaysia","Thailand",1,0,"Merdeka Tournament"
7370,"1969-10-31","Myanmar","Singapore",3,1,"Merdeka Tournament"
7371,"1969-10-31","India","Western Australia",0,1,"Merdeka Tournament"
7372,"1969-11-01","France","Sweden",3,0,"FIFA World Cup qualification"
7373,"1969-11-01","Indonesia","Thailand",4,0,"Merdeka Tournament"
7374,"1969-11-01","Indonesia","South Korea",3,0,"Merdeka Tournament"
7375,"1969-11-02","Bermuda","Mexico",2,1,"CONCACAF Championship qualification"
7376,"1969-11-02","Myanmar","India",6,0,"Merdeka Tournament"
7377,"1969-11-02","Egypt","Sudan",3,1,"Friendly"
7378,"1969-11-02","Singapore","Western Australia",4,2,"Merdeka Tournament"
7379,"1969-11-02","Switzerland","Portugal",1,1,"FIFA World Cup qualification"
7380,"1969-11-03","Malaysia","South Korea",4,1,"Merdeka Tournament"
7381,"1969-11-03","Jamaica","Panama",1,1,"CONCACAF Championship qualification"
7382,"1969-11-04","Myanmar","Western Australia",5,2,"Merdeka Tournament"
7383,"1969-11-04","India","Singapore",3,0,"Merdeka Tournament"
7384,"1969-11-04","Italy","Wales",4,1,"FIFA World Cup qualification"
7385,"1969-11-05","Austria","Scotland",2,0,"FIFA World Cup qualification"
7386,"1969-11-05","Hungary","Republic of Ireland",4,0,"FIFA World Cup qualification"
7387,"1969-11-05","Jamaica","Panama",2,1,"CONCACAF Championship qualification"
7388,"1969-11-05","Mexico","Belgium",1,0,"Friendly"
7389,"1969-11-05","Netherlands","England",0,1,"Friendly"
7390,"1969-11-05","South Korea","Thailand",3,0,"Merdeka Tournament"
7391,"1969-11-06","South Korea","Western Australia",3,2,"Merdeka Tournament"
7392,"1969-11-06","Indonesia","Singapore",9,2,"Merdeka Tournament"
7393,"1969-11-07","India","Thailand",0,1,"Merdeka Tournament"
7394,"1969-11-07","Malaysia","Myanmar",3,1,"Merdeka Tournament"
7395,"1969-11-07","South Korea","Thailand",2,1,"Merdeka Tournament"
7396,"1969-11-08","India","Western Australia",2,1,"Merdeka Tournament"
7397,"1969-11-08","Nigeria","Morocco",2,0,"FIFA World Cup qualification"
7398,"1969-11-09","Myanmar","Singapore",9,0,"Merdeka Tournament"
7399,"1969-11-09","Ivory Coast","Morocco",1,0,"Friendly"
7400,"1969-11-09","Malaysia","Indonesia",2,3,"Merdeka Tournament"
7401,"1969-11-09","Poland","Bulgaria",3,0,"FIFA World Cup qualification"
7402,"1969-11-09","Saint Vincent and the Grenadines","Dominica",1,0,"Windward Islands Tournament"
7403,"1969-11-11","Bermuda","Iceland",3,2,"Friendly"
7404,"1969-11-11","French Guiana","Suriname",3,2,"Friendly"
7405,"1969-11-11","Grenada","Saint Lucia",6,0,"Windward Islands Tournament"
7406,"1969-11-11","Mexico","Norway",4,0,"Friendly"
7407,"1969-11-11","Singapore","India",7,3,"Friendly"
7408,"1969-11-12","Congo","Guinea",1,1,"Friendly"
7409,"1969-11-12","Saint Vincent and the Grenadines","Saint Lucia",2,1,"Windward Islands Tournament"
7410,"1969-11-13","Dominica","Grenada",0,1,"Windward Islands Tournament"
7411,"1969-11-13","Guatemala","Norway",1,3,"Friendly"
7412,"1969-11-14","Dominica","Saint Lucia",1,3,"Windward Islands Tournament"
7413,"1969-11-15","Saint Vincent and the Grenadines","Grenada",0,0,"Windward Islands Tournament"
7414,"1969-11-16","Romania","Greece",1,1,"FIFA World Cup qualification"
7415,"1969-11-16","Turkey","Russia",1,3,"FIFA World Cup qualification"
7416,"1969-11-18","Iraq","Poland",1,1,"Friendly"
7417,"1969-11-19","South Korea","Laos",2,0,"King's Cup"
7418,"1969-11-19","Thailand","Malaysia",2,2,"King's Cup"
7419,"1969-11-20","Vietnam Republic","Western Australia",3,1,"King's Cup"
7420,"1969-11-21","South Korea","Malaysia",2,0,"King's Cup"
7421,"1969-11-21","Thailand","Laos",3,4,"King's Cup"
7422,"1969-11-22","DR Congo","Zambia",10,1,"Friendly"
7423,"1969-11-22","Indonesia","Vietnam Republic",3,1,"King's Cup"
7424,"1969-11-22","Italy","German DR",3,0,"FIFA World Cup qualification"
7425,"1969-11-22","Singapore","Western Australia",1,3,"King's Cup"
7426,"1969-11-23","Laos","Malaysia",1,1,"King's Cup"
7427,"1969-11-23","Thailand","South Korea",0,0,"King's Cup"
7428,"1969-11-23","Zimbabwe","Australia",1,1,"FIFA World Cup qualification"
7429,"1969-11-23","Costa Rica","Jamaica",3,0,"CONCACAF Championship"
7430,"1969-11-24","Indonesia","Western Australia",3,1,"King's Cup"
7431,"1969-11-24","Singapore","Vietnam Republic",1,1,"King's Cup"
7432,"1969-11-26","Indonesia","Laos",3,0,"King's Cup"
7433,"1969-11-26","South Korea","Vietnam Republic",3,0,"King's Cup"
7434,"1969-11-27","Australia","Zimbabwe",0,0,"FIFA World Cup qualification"
7435,"1969-11-27","Costa Rica","Curaçao",2,1,"CONCACAF Championship"
7436,"1969-11-27","Jamaica","Mexico",0,2,"CONCACAF Championship"
7437,"1969-11-27","Mexico","Jamaica",2,0,"CONCACAF Championship"
7438,"1969-11-28","Indonesia","South Korea",0,1,"King's Cup"
7439,"1969-11-28","Laos","Vietnam Republic",0,7,"King's Cup"
7440,"1969-11-29","Guatemala","Curaçao",6,1,"CONCACAF Championship"
7441,"1969-11-29","Zimbabwe","Australia",1,3,"FIFA World Cup qualification"
7442,"1969-11-30","Jamaica","Trinidad and Tobago",2,3,"CONCACAF Championship"
7443,"1969-11-30","Costa Rica","Mexico",2,0,"CONCACAF Championship"
7444,"1969-12-01","Malawi","Zimbabwe",2,2,"Friendly"
7445,"1969-12-02","Curaçao","Trinidad and Tobago",3,1,"CONCACAF Championship"
7446,"1969-12-02","Mexico","Guatemala",0,1,"CONCACAF Championship"
7447,"1969-12-03","Czechoslovakia","Hungary",4,1,"FIFA World Cup qualification"
7448,"1969-12-04","Costa Rica","Trinidad and Tobago",5,0,"CONCACAF Championship"
7449,"1969-12-04","Israel","Australia",1,0,"FIFA World Cup qualification"
7450,"1969-12-04","Jamaica","Guatemala",0,0,"CONCACAF Championship"
7451,"1969-12-04","Mexico","Curaçao",2,2,"CONCACAF Championship"
7452,"1969-12-05","Algeria","North Korea",1,3,"Friendly"
7453,"1969-12-06","Jamaica","Curaçao",1,2,"CONCACAF Championship"
7454,"1969-12-07","Mexico","Trinidad and Tobago",0,0,"CONCACAF Championship"
7455,"1969-12-07","Costa Rica","Guatemala",1,1,"CONCACAF Championship"
7456,"1969-12-07","Luxembourg","Bulgaria",1,3,"FIFA World Cup qualification"
7457,"1969-12-08","Iraq","German DR",1,1,"Friendly"
7458,"1969-12-10","England","Portugal",1,0,"Friendly"
7459,"1969-12-14","Australia","Israel",1,1,"FIFA World Cup qualification"
7460,"1969-12-14","DR Congo","Nigeria",5,0,"Friendly"
7461,"1969-12-19","Egypt","German DR",1,3,"Friendly"
7462,"1969-12-28","Morocco","Bulgaria",3,0,"Friendly"
7463,"1970-01-04","Malta","Luxembourg",1,1,"Friendly"
7464,"1970-01-14","England","Netherlands",0,0,"Friendly"
7465,"1970-01-28","Israel","Netherlands",0,1,"Friendly"
7466,"1970-02-04","Peru","Czechoslovakia",0,2,"Friendly"
7467,"1970-02-06","Cameroon","Ivory Coast",3,2,"African Cup of Nations"
7468,"1970-02-06","Sudan","Ethiopia",3,0,"African Cup of Nations"
7469,"1970-02-07","DR Congo","Ghana",0,2,"African Cup of Nations"
7470,"1970-02-07","Egypt","Guinea",4,1,"African Cup of Nations"
7471,"1970-02-07","Peru","Czechoslovakia",2,1,"Friendly"
7472,"1970-02-08","Cameroon","Ethiopia",3,2,"African Cup of Nations"
7473,"1970-02-08","Sudan","Ivory Coast",0,1,"African Cup of Nations"
7474,"1970-02-09","DR Congo","Guinea",2,2,"African Cup of Nations"
7475,"1970-02-09","Egypt","Ghana",1,1,"African Cup of Nations"
7476,"1970-02-09","Peru","Romania",1,1,"Friendly"
7477,"1970-02-10","Ethiopia","Ivory Coast",1,6,"African Cup of Nations"
7478,"1970-02-10","Sudan","Cameroon",2,1,"African Cup of Nations"
7479,"1970-02-11","DR Congo","Egypt",0,1,"African Cup of Nations"
7480,"1970-02-11","Ghana","Guinea",1,1,"African Cup of Nations"
7481,"1970-02-11","Spain","Germany",2,0,"Friendly"
7482,"1970-02-14","Ghana","Ivory Coast",2,1,"African Cup of Nations"
7483,"1970-02-14","Peru","Russia",0,0,"Friendly"
7484,"1970-02-14","Sudan","Egypt",2,1,"African Cup of Nations"
7485,"1970-02-15","Mexico","Bulgaria",1,1,"Friendly"
7486,"1970-02-16","Egypt","Ivory Coast",3,1,"African Cup of Nations"
7487,"1970-02-16","Sudan","Ghana",1,0,"African Cup of Nations"
7488,"1970-02-18","Mexico","Bulgaria",2,0,"Friendly"
7489,"1970-02-20","Peru","Russia",0,2,"Friendly"
7490,"1970-02-21","Peru","Bulgaria",1,3,"Friendly"
7491,"1970-02-21","Spain","Italy",2,2,"Friendly"
7492,"1970-02-22","El Salvador","Russia",0,2,"Friendly"
7493,"1970-02-22","Mexico","Sweden",0,0,"Friendly"
7494,"1970-02-24","Peru","Bulgaria",5,3,"Friendly"
7495,"1970-02-25","Belgium","England",1,3,"Friendly"
7496,"1970-02-26","Costa Rica","El Salvador",2,0,"Friendly"
7497,"1970-02-26","Mexico","Russia",0,0,"Friendly"
